Organisation,Environment,Application,Status,vCore Usage,Last Updated,Mule Message in last 30 days
Customer,na-dev,bel-na-gbl-sfdc-job-appointment-sys-v2-dev,STARTED,0.1,2023-01-25 17:05:57.124000,26
Safelite US,na-dev,bel-na-sfl-cn-exp-v1-dev,STARTED,0.1,2023-01-27 03:27:49.893000,0
Customer,na-dev,bel-na-gbl-sfdc-eventbus-sys-v2-dev,STARTED,0.1,2023-02-04 10:39:52.728000,32
Safelite US,na-dev,bel-na-sfl-service-channel-exp-v1-dev,UNDEPLOYED,0.1,2023-01-27 03:33:07.535000,0
Customer,na-dev,bel-na-gbl-sfdc-job-appointment-sys-v3-dev,UNDEPLOYED,0.1,2023-01-25 17:56:49.162000,0
Safelite US,na-dev,bel-na-sfl-sfdc-invoiceapi-prc-v1-dev,STARTED,0.1,2023-01-27 03:43:41.244000,0
Customer,na-dev,bel-na-gbl-sfdc-work-order-sys-v2-dev,UNDEPLOYED,0.1,2023-01-30 07:59:51.561000,0
Safelite US,na-dev,bel-na-sfl-oracle-nps-survey-prc-v1-dev,STARTED,0.1,2023-01-27 03:49:15.197000,0
Customer,na-dev,bel-na-gbl-sfdc-location-sys-v2-dev,STARTED,0.1,2023-01-30 10:05:57.363000,310
Safelite US,na-dev,bel-na-sfl-tvqwarrantybatch-prc-v1-dev,STARTED,0.1,2023-01-27 03:54:22.967000,0
Customer,na-dev,bel-na-gbl-sfdc-motorist-sys-v04-dev,UNDEPLOYED,0.1,2023-01-17 08:47:34.423000,0
Safelite US,na-dev,bel-na-sfl-sfdc-optout-exp-v1-dev,UNDEPLOYED,0.1,2023-01-27 03:53:12.320000,0
Customer,na-dev,bel-na-gbl-subscriber-locations-prc-v2-dev,STARTED,0.1,2023-02-16 09:26:29.527000,50
Safelite US,na-dev,bel-na-sfl-sfdc-referral-exp-v1-dev,UNDEPLOYED,0.1,2023-01-27 03:55:58.111000,0
Customer,na-dev,bel-na-gbl-sfdc-job-work-order-sys-v2-dev,STARTED,0.1,2023-02-16 12:55:18.140000,45
Safelite US,na-dev,bel-na-sfl-sfdc-workorder-exp-v1-dev,STARTED,0.1,2023-01-27 04:08:59.647000,0
Safelite US,na-dev,bel-na-sfl-serviceissuetodw-prc-v1-dev,STARTED,0.1,2023-01-27 04:13:27.666000,0
Safelite US,na-dev,bel-na-sfl-networkshophierarchy-prc-v1-dev,STARTED,0.1,2023-01-27 04:16:28.083000,0
Safelite US,na-dev,bel-na-sfl-testalert-sys-v1-dev,UNDEPLOYED,0.1,2023-01-27 04:19:59.664000,0
Safelite US,na-dev,bel-na-sfl-sfdc-exp-v1-dev,STARTED,0.1,2023-01-27 04:30:42.644000,0
Safelite US,na-dev,kibana-poc,UNDEPLOYED,0.1,2023-01-27 04:30:03.605000,0
Safelite US,na-dev,bel-na-sfl-connectivity-v1-dev,STARTED,0.1,2023-02-10 20:37:45.338000,311
Safelite US,na-dev,pgp-encryption-decryption-poc,UNDEPLOYED,0.1,2023-01-27 04:53:10.661000,0
Safelite US,na-dev,bel-na-sfl-amqcircuitbreaker-poc-v1-dev,STARTED,0.2,2023-01-27 05:02:42.228000,0
Customer,na-uat,bel-na-sfl-workorder-ro-esl-sys-v1-uat,STARTED,0.1,2023-01-25 13:53:43.496000,110903
Safelite US,na-dev,bel-na-sfl-vehicle-exp-v1-dev,STARTED,0.1,2023-02-12 02:43:07.033000,66
Customer,na-uat,bel-na-sfl-krns-punches-sys-v1-uat,STARTED,0.1,2023-01-25 04:59:34.276000,76
Safelite US,na-dev,bel-na-sfl-vehicle-sys-v1-dev,STARTED,0.1,2023-02-12 01:01:43.365000,269
Customer,na-uat,bel-na-sfl-sv2-communication-sys-v1-uat,STARTED,0.1,2023-02-09 07:44:46.020000,0
Safelite US,na-dev,bel-na-sfl-account-sys-v1-dev,STARTED,0.1,2023-02-06 13:52:52.638000,42
Customer,na-uat,bel-na-sfl-fsl-orderupdates-prc-v1-uat,STARTED,0.1,2023-02-11 06:06:39.049000,0
Safelite US,na-dev,bel-na-sfl-problem-question-sys-v1-dev,STARTED,0.1,2023-01-30 15:48:48.048000,511
Customer,na-uat,bel-na-gbl-sfdc-location-sys-v02-uat,UNDEPLOYED,0.1,2023-01-25 05:36:46.009000,0
Safelite US,na-dev,bel-na-sfl-account-exp-v1-dev,STARTED,0.1,2023-01-26 17:06:45.210000,0
Customer,na-uat,bel-na-sfl-documents-prc-v1-uat,STARTED,0.1,2023-02-03 11:21:39.625000,22309
Safelite US,na-dev,bel-na-sfl-ibm-sys-v1-dev,STARTED,0.1,2023-01-24 07:06:52.306000,14
Customer,na-uat,bel-na-gbl-sfdc-appointment-sys-v02-uat,UNDEPLOYED,0.1,2023-01-25 06:00:39.845000,0
Safelite US,na-dev,bel-na-sfl-problem-question-exp-v1-dev,STARTED,0.1,2023-01-30 17:20:25.373000,69
Safelite US,na-dev,bel-na-sfl-vcd-sys-v1-dev,STARTED,0.1,2023-02-12 02:57:39.209000,130
Customer,na-uat,bel-na-gbl-service-validate-exp-v02-uat,STARTED,0.1,2023-01-25 06:20:44.633000,1
Safelite US,na-dev,bel-na-sfl-glass-sys-v1-dev,STARTED,0.1,2023-02-14 18:51:15.819000,184
Customer,na-uat,bel-na-gbl-subscriber-location-prc-v02-uat,UNDEPLOYED,0.1,2023-01-25 06:20:05.097000,0
Safelite US,na-dev,bel-na-sfl-email-validation-sys-v1-dev,STARTED,0.1,2023-02-10 19:09:29.080000,20
Customer,na-uat,bel-na-gbl-subscriber-products-prc-v02-uat,UNDEPLOYED,0.1,2023-01-25 06:32:50.698000,0
Safelite US,na-dev,bel-na-sfl-duplicatecheck-sys-v1-dev,STARTED,0.1,2023-02-15 18:36:55.981000,34
Customer,na-uat,bel-na-gbl-sfdc-eventbus-sys-v02-uat,UNDEPLOYED,0.1,2023-01-25 06:46:41.736000,0
Safelite US,na-dev,bel-na-sfl-sflapi-geo-loc-sys-v1-dev,STARTED,0.1,2023-02-16 21:54:31.789000,74
Customer,na-uat,bel-na-gbl-aws-s3-sys-v1-uat,STARTED,0.1,2023-02-08 15:31:58.910000,17828
Safelite US,na-dev,bel-na-sfl-sv2-crm-sys-v1-dev,STARTED,0.1,2023-02-15 15:15:26.130000,31
Customer,na-uat,bel-na-sfl-scheduling-esl-sys-v1-uat,STARTED,0.1,2023-01-25 07:07:51.090000,15538
Safelite US,na-dev,bel-na-sfl-sfdc-exp-v2-dev,STARTED,0.1,2023-02-16 03:06:27.791000,48
Customer,na-uat,bel-na-sfl-service-tracker-sys-v1-uat,STARTED,0.1,2023-02-16 14:07:33.895000,0
Safelite US,na-dev,bel-na-sfl-promotions-sys-v1-dev,UNDEPLOYED,0.1,2023-02-15 20:22:33.966000,0
Customer,na-uat,bel-na-sfl-sf-workorder-exp-v1-uat,STARTED,0.1,2023-01-25 13:52:18.805000,48216
Customer,na-uat,bel-na-gbl-gmft-exp-v1-uat,STARTED,0.1,2023-02-15 13:36:09.374000,0
Customer,na-uat,bel-na-sfl-gqi-prc-v1-uat,STARTED,0.1,2023-01-25 07:59:45.318000,0
Customer,na-uat,bel-na-sfl-subscriber-punches-prc-v1-uat,STARTED,0.1,2023-01-25 08:09:49.243000,0
Customer,na-uat,bel-na-sfl-workorder-digital-prc-v1-uat,STARTED,0.1,2023-01-25 13:53:30.770000,72021
Customer,na-uat,bel-na-sfl-workorder-digital-exp-v1-uat,STARTED,0.1,2023-01-25 13:53:04.079000,0
Safelite US,na-prod,safelite-connectivity-api-ch-prod,UNDEPLOYED,0.1,2023-01-29 16:10:44.490000,0
Customer,na-uat,bel-na-sfl-documents-comm-prc-v1-uat,STARTED,0.1,2023-02-08 18:28:43.077000,0
Safelite US,na-prod,safelite-health-ch-prod,UNDEPLOYED,0.1,2023-01-29 16:19:15.546000,0
Customer,na-uat,bel-na-gbl-order-prc-v1-uat,STARTED,0.1,2023-02-07 14:16:58.867000,18696
Safelite US,na-prod,bel-na-sfl-location-prc-v1-prd,STARTED,0.1,2023-01-29 16:28:22.799000,90
Customer,na-uat,bel-na-sfl-order-prc-v1-uat,STARTED,0.1,2023-02-16 18:53:13.256000,97459
Safelite US,na-prod,bel-na-sfl-datawarehouse-sys-v1-prd,STARTED,0.1,2023-01-29 16:45:11.693000,90
Customer,na-uat,bel-na-sfl-krns-shifts-prc-v1-uat,STARTED,0.2,2023-02-15 16:07:44.258000,0
Safelite US,na-prod,bel-na-sfl-employee-prc-v1-prd,STARTED,0.2,2023-01-29 16:53:47.102000,17869
Customer,na-uat,bel-na-sfl-scheduling-prc-v1-uat,STARTED,0.1,2023-01-25 09:58:34.214000,11424
Safelite US,na-prod,bel-na-sfl-workday-sys-v1-prd,STARTED,0.2,2023-01-29 17:03:42.295000,174879
Customer,na-uat,bel-na-sfl-scheduling-exp-v1-uat,STARTED,0.1,2023-01-25 12:04:05.883000,7933
Safelite US,na-prod,bel-na-sfl-s3-sys-v1-prd,STARTED,0.2,2023-01-28 05:06:43.446000,0
Customer,na-uat,bel-na-sfl-sfscheduling-exp-v1-uat,STARTED,0.1,2023-01-25 10:13:18.697000,0
Safelite US,na-prod,bel-na-sfl-analytics-prc-v1-prd,STARTED,0.1,2023-01-28 05:19:07.479000,0
Customer,na-uat,bel-na-gbl-sfdc-shifts-sys-v01-uat,STARTED,0.1,2023-01-25 10:39:16.336000,0
Safelite US,na-prod,bel-na-sfl-servicechannel-sys-v1-prd,STARTED,0.1,2023-01-28 05:31:01.732000,91395
Customer,na-uat,bel-na-gbl-sfdc-motorist-sys-v01-uat,UNDEPLOYED,0.1,2023-01-25 10:35:54.763000,0
Safelite US,na-prod,bel-na-sfl-okta-sys-v1-prd,STARTED,0.1,2023-01-28 05:42:56.155000,2100
Customer,na-uat,bel-na-gbl-sfdc-job-work-order-sys-v03-uat,UNDEPLOYED,0.1,2023-01-25 10:51:19.695000,0
Safelite US,na-prod,bel-na-sfl-eft-sys-v1-prd,STARTED,0.1,2023-02-07 08:37:51.006000,232
Customer,na-uat,bel-na-gbl-sfdc-workers-sys-v02-uat,UNDEPLOYED,0.1,2023-01-25 11:08:02.790000,0
Safelite US,na-prod,bel-na-sfl-batcheft-exp-v1-prd,STARTED,0.1,2023-01-28 06:01:46.664000,58
Customer,na-uat,bel-na-gbl-int-exp-v3-uat,UNDEPLOYED,0.1,2023-01-25 11:20:07.261000,0
Safelite US,na-prod,bel-na-sfl-safelitebatch-exp-v1-prd,STARTED,0.1,2023-01-28 06:12:25.960000,1357
Customer,na-uat,bel-na-gbl-sfdc-workers-sys-v03-uat,UNDEPLOYED,0.1,2023-01-25 11:33:38.566000,0
Safelite US,na-prod,bel-na-sfl-realestatefacility-exp-v1-prd,STARTED,0.1,2023-01-28 06:18:43.064000,618
Customer,na-uat,bel-na-gbl-sfdc-appointment-sys-v03-uat,UNDEPLOYED,0.1,2023-01-25 11:38:24.532000,0
Safelite US,na-prod,bel-na-sfl-realestatefacility-prc-v1-prd,STARTED,0.1,2023-01-28 06:29:02.470000,150
Customer,na-uat,bel-na-sfl-service-tracker-prc-v1-uat,STARTED,0.1,2023-02-03 18:04:37.208000,0
Safelite US,na-prod,bel-na-sfl-vanguard-sys-v1-prd,STARTED,0.1,2023-01-28 06:40:04.561000,2454
Customer,na-uat,bel-na-gbl-sfdc-appointment-sys-v01-uat,UNDEPLOYED,0.1,2023-01-25 11:56:25.675000,0
Safelite US,na-prod,bel-na-sfl-alight-sys-v1-prd,STARTED,0.1,2023-01-28 06:55:21.325000,5235
Customer,na-uat,bel-na-gbl-subscriber-location-prc-v03-uat,UNDEPLOYED,0.1,2023-01-25 12:18:20.644000,0
Safelite US,na-prod,bel-na-sfl-biww-sys-v1-prd,STARTED,0.1,2023-01-28 07:01:55.274000,1971
Customer,na-uat,bel-na-gbl-subscriber-products-prc-v03-uat,UNDEPLOYED,0.1,2023-01-25 12:37:08.233000,0
Safelite US,na-prod,bel-na-sfl-origami-sys-v1-prd,STARTED,0.1,2023-01-28 07:15:52.420000,15188
Customer,na-uat,bel-na-gbl-sfdc-eventbus-sys-v03-uat,UNDEPLOYED,0.1,2023-01-25 12:48:17.428000,0
Safelite US,na-prod,bel-na-sfl-paylogix-sys-v1-prd,STARTED,0.1,2023-01-28 07:20:27.796000,1956
Customer,na-uat,bel-na-gbl-sfdc-motorist-sys-v03-uat,UNDEPLOYED,0.1,2023-01-25 13:00:45.735000,0
Safelite US,na-prod,bel-na-sfl-equifax-sys-v1-prd,STARTED,0.1,2023-01-28 07:34:55.458000,0
Customer,na-uat,bel-na-gbl-sfdc-location-sys-v03-uat,STARTED,0.1,2023-01-25 13:10:26.972000,150949
Safelite US,na-prod,bel-na-sfl-imagewear-sys-v1-prd,STARTED,0.1,2023-01-28 07:39:28.232000,1944
Customer,na-uat,bel-na-gbl-documents-exp-v03-uat,STARTED,0.1,2023-01-27 09:02:32.939000,15532
Safelite US,na-prod,bel-na-sfl-edflo-sys-v1-prd,STARTED,0.1,2023-01-28 07:51:44.572000,2455
Customer,na-uat,bel-na-sfl-techvan-prc-v1-uat,STARTED,0.1,2023-02-16 14:14:41.799000,0
Safelite US,na-prod,bel-na-sfl-adp-sys-v1-prd,STARTED,0.1,2023-01-28 07:59:59.546000,246
Customer,na-uat,bel-na-gbl-sfdc-job-appointment-sys-v3-uat,UNDEPLOYED,0.1,2023-02-15 05:08:45.938000,0
Customer,na-uat,bel-na-gbl-sfdc-motorist-sys-v04-uat,STARTED,0.1,2023-02-05 08:48:21.456000,16457
Safelite US,na-prod,bel-na-sfl-reed-sys-v1-prd,STARTED,0.1,2023-01-28 08:07:53.299000,2442
Customer,na-uat,bel-na-gbl-sfdc-eventbus-sys-v04-uat,UNDEPLOYED,0.1,2023-02-06 05:54:01.890000,0
Safelite US,na-prod,safelite-health-prd,UNDEPLOYED,0.1,2023-01-28 08:16:29.941000,0
Customer,na-uat,bel-na-gbl-subscriber-products-prc-v04-uat,UNDEPLOYED,0.1,2023-02-06 05:43:31.734000,0
Safelite US,na-prod,bel-na-sfl-element-sys-v1-prd,STARTED,0.1,2023-02-09 10:06:07.432000,12336
Customer,na-uat,bel-na-gbl-subscriber-location-prc-v04-uat,UNDEPLOYED,0.1,2023-01-25 19:56:06.673000,0
Safelite US,na-prod,bel-na-sfl-userfeedutility-prc-v1-prd,STARTED,0.1,2023-01-28 08:43:53.503000,0
Customer,na-uat,bel-na-gbl-sfdc-workers-sys-v04-uat,STARTED,0.1,2023-02-16 06:21:18.765000,115156
Safelite US,na-prod,bel-na-sfl-communication-prc-v1-prd,STARTED,0.1,2023-01-28 08:50:18.247000,2169
Customer,na-uat,bel-na-gbl-sfdc-appointment-sys-v04-uat,STARTED,0.1,2023-01-25 20:24:50.927000,3969
Safelite US,na-prod,bel-na-sfl-tango-sys-v1-prd,STARTED,0.1,2023-01-28 09:05:52.446000,3708
Customer,na-uat,bel-na-gbl-sfdc-job-work-order-sys-v04-uat,STARTED,0.1,2023-02-13 18:05:24.301000,52081
Safelite US,na-prod,bel-na-sfl-realestatemgmt-prc-v1-prd,STARTED,0.1,2023-02-08 11:26:24.324000,907
Customer,na-uat,bel-na-sfl-milestones-prc-v1-uat,STARTED,0.1,2023-02-16 10:38:51.715000,873
Safelite US,na-prod,bel-na-sfl-batchrealestatemgmt-exp-v1-prd,STARTED,0.1,2023-01-28 09:18:57.676000,150
Customer,na-uat,bel-na-sfl-esl-updates-sys-v1-uat,STARTED,0.1,2023-02-08 16:10:54.836000,0
Safelite US,na-prod,bel-na-sfl-oms-sys-v1-prd,UNDEPLOYED,1.0,2023-01-28 09:29:55.703000,0
Customer,na-uat,bel-na-sfl-esl-payments-sys-v1-uat,STARTED,0.1,2023-01-19 15:57:10.222000,8
Safelite US,na-prod,bel-na-sfl-sqs-sys-v1-prd,STARTED,0.4,2023-01-28 09:40:16.794000,45512
Customer,na-uat,bel-na-sfl-subscriber-payments-prc-v1-uat,STARTED,0.1,2023-02-09 14:06:22.537000,6
Safelite US,na-prod,bel-na-sfl-highjump-sys-v1-prd,STARTED,0.4,2023-01-28 09:47:03.726000,17422
Customer,na-uat,bel-na-sfl-esl-qa-updates-sys-v1-uat,STARTED,0.1,2023-02-14 07:15:19.964000,155
Safelite US,na-prod,bel-na-sfl-salesorder-prc-v1-prd,STARTED,0.4,2023-01-28 09:58:40.518000,0
Customer,na-uat,bel-na-sfl-qa-workorder-ro-esl-sys-v1-uat,STARTED,0.1,2023-02-14 16:54:00.385000,12
Customer,na-uat,bel-na-sfl-qa-fsl-orderupdates-prc-v1-uat,STARTED,0.1,2023-02-14 17:16:55.095000,330
Safelite US,na-prod,bel-na-sfl-us-inventory-prc-v1-prd,STARTED,0.6000000000000001,2023-02-09 09:33:53.216000,51612
Safelite US,na-prod,bel-na-sfl-oms-prc-v1-prd,UNDEPLOYED,0.8,2023-01-28 10:19:18.919000,0
Customer,na-uat,bel-na-sfl-qa-sv2-communication-sys-v1-uat,STARTED,0.1,2023-02-14 17:11:54.373000,6
Safelite US,na-prod,bel-na-sfl-shipment-prc-v1-prd,STARTED,0.4,2023-02-09 09:21:38.478000,6091
Customer,na-uat,bel-na-gbl-qa-order-prc-v1-uat,STARTED,0.1,2023-02-15 16:06:04.695000,48
Customer,na-uat,bel-na-sfl-qa-scheduling-esl-sys-v1-uat,STARTED,0.1,2023-02-16 08:38:18.256000,64
Safelite US,na-prod,bel-na-sfl-purchaseorder-prc-v1-prd,STARTED,0.2,2023-01-28 10:38:55.079000,339
Customer,na-uat,bel-na-sfl-qa-order-prc-v1-uat,STARTED,0.1,2023-02-16 10:17:04.646000,22
Safelite US,na-prod,bel-na-sfl-transferorders-prc-v1-prd,STARTED,0.4,2023-01-28 10:52:47.895000,2529
Customer,na-uat,bel-na-sfl-qa-scheduling-prc-v1-uat,STARTED,0.1,2023-02-15 14:36:08.190000,60
Safelite US,na-prod,bel-na-sfl-oms-callback-exp-v1-prd,UNDEPLOYED,0.2,2023-01-28 11:00:38.538000,0
Customer,na-uat,bel-na-sfl-qa-scheduling-exp-v1-uat,STARTED,0.1,2023-02-15 09:00:54.675000,22
Safelite US,na-prod,bel-na-sfl-warehouse-mgmt-exp-v1-prd,STARTED,0.2,2023-02-09 09:42:17.348000,39583
Customer,na-uat,bel-na-sfl-qa-krns-shifts-prc-v1-uat,STARTED,0.1,2023-02-15 16:22:08.338000,0
Safelite US,na-prod,bel-na-sfl-eworkorder-prc-v1-prd,STARTED,0.1,2023-01-28 11:21:59.654000,5709
Customer,na-uat,bel-na-gbl-sfdc-appointment-sys-v1-uat,STARTED,0.1,2023-02-15 09:56:06.136000,10
Safelite US,na-prod,bel-na-sfl-eworkorder-exp-v1-prd,STARTED,0.1,2023-01-28 11:26:39.805000,3788
Customer,na-uat,bel-na-gbl-sfdc-job-work-order-sys-v1-uat,STARTED,0.1,2023-02-15 10:18:23.832000,42
Safelite US,na-prod,bel-na-sfl-supply-chain-ping-exp-v1-prd,STARTED,0.1,2023-01-28 11:41:43.166000,0
Customer,na-uat,bel-na-gbl-sfdc-location-sys-v1-uat,STARTED,0.1,2023-02-15 10:28:35.074000,55
Safelite US,na-prod,bel-na-gbl-gmft-exp-v1-prd,STARTED,0.1,2023-01-28 11:52:06.047000,184
Customer,na-uat,bel-na-gbl-sfdc-motorist-sys-v1-uat,STARTED,0.1,2023-02-15 10:37:14.912000,54
Safelite US,na-prod,bel-na-sfl-esri-sys-v1-prd,STARTED,0.1,2023-01-28 12:02:49.855000,788
Customer,na-uat,bel-na-gbl-sfdc-workers-sys-v1-uat,STARTED,0.1,2023-02-15 13:17:07.962000,75
Safelite US,na-prod,bel-na-sfl-ccis-exp-v1-prd,STARTED,0.1,2023-01-28 12:09:48.090000,6345
Customer,na-uat,bel-na-sfl-qa-documents-comm-prc-v1-uat,STARTED,0.1,2023-02-15 14:48:34.033000,132
Safelite US,na-prod,bel-na-sfl-ccis-rs-sys-v1-prd,STARTED,0.1,2023-01-31 10:13:40,4237
Customer,na-uat,bel-na-sfl-qa-krns-punches-sys-v1-uat,STARTED,0.1,2023-02-15 15:08:31.764000,2
Safelite US,na-prod,bel-na-sfl-mrmapiproxyv2-exp-v1-prd,STARTED,0.2,2023-01-28 12:30:54.324000,2770506
Customer,na-uat,bel-na-sfl-subscriber-punches-prc-v2-uat,STARTED,0.1,2023-02-16 10:44:28.567000,7061
Safelite US,na-prod,bel-na-sfl-mrmapi-prc-v1-prd,STARTED,0.30000000000000004,2023-01-28 12:41:26.026000,3254490
Customer,na-uat,bel-na-sfl-qa-techvan-prc-v1-uat,STARTED,0.1,2023-02-16 14:24:34.654000,0
Safelite US,na-prod,bel-na-sfl-connectivity-v1-prd,STARTED,0.1,2023-01-28 12:48:53.475000,31570
Customer,na-uat,bel-na-sfl-qa-milestones-prc-v1-uat,STARTED,0.1,2023-02-16 17:19:21.442000,1718
Safelite US,na-prod,bel-na-sfl-cn-exp-v1-prd,STARTED,0.1,2023-01-28 12:59:57.133000,6051
Customer,na-uat,bel-na-gbl-sfdc-eventbus-sys-v1-uat,UNDEPLOYED,0.1,2023-02-16 08:34:39.474000,0
Customer,na-uat,bel-na-sfl-qa-sfscheduling-exp-v1-uat,STARTED,0.1,2023-02-16 08:41:59.806000,2
Safelite US,na-prod,bel-na-sfl-vehicle-sys-v1-prd,UNDEPLOYED,0.1,2023-01-28 13:00:47.941000,0
Customer,na-uat,bel-na-gbl-subscriber-location-prc-v1-uat,UNDEPLOYED,0.1,2023-02-16 08:59:29.905000,0
Safelite US,na-prod,bel-na-sfl-vehicle-exp-v1-prd,UNDEPLOYED,0.1,2023-01-17 15:22:28.168000,0
Customer,na-uat,bel-na-gbl-subscriber-products-prc-v1-uat,UNDEPLOYED,0.1,2023-02-16 09:38:50.428000,0
Customer,na-uat,bel-na-sfl-qa-service-tracker-sys-v1-uat,STARTED,0.1,2023-02-16 17:31:43.873000,3
Customer,na-uat,bel-na-gbl-documents-exp-v1-uat,STARTED,0.1,2023-02-16 12:14:43.048000,0
Customer,na-uat,bel-na-sfl-qa-service-tracker-prc-v1-uat,STARTED,0.1,2023-02-16 17:28:41.514000,0
Customer,na-uat,bel-na-sfl-qa-esl-updates-sys-v1-uat,STARTED,0.1,2023-02-16 15:28:23.475000,0
Customer,na-uat,bel-na-sfl-qa-gqi-prc-v1-uat,STARTED,0.1,2023-02-16 15:38:55.281000,6778
